track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,stream_class
Memories,Maroon 5,1.0,2019.0,9.0,20.0,9974.0,2.0,1759567999.0,272.0,67.0,1066.0,1.0,19.0,91.0,B,Major,77.0,60.0,32.0,84.0,0.0,8.0,5.0,High
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8.0,2021.0,8.0,12.0,1560.0,0.0,223319934.0,72.0,0.0,0.0,0.0,0.0,84.0,G,Minor,56.0,61.0,76.0,10.0,0.0,14.0,11.0,Low
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2.0,2022.0,1.0,7.0,620.0,0.0,54937991.0,17.0,3.0,3.0,0.0,0.0,115.0,F,Minor,90.0,74.0,54.0,16.0,0.0,13.0,28.0,Low
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",2.0,2021.0,12.0,29.0,3270.0,0.0,226897599.0,89.0,21.0,65.0,0.0,0.0,125.0,nan,Major,69.0,70.0,89.0,4.0,0.0,49.0,3.0,Low
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2.0,2021.0,10.0,14.0,580.0,0.0,258316038.0,24.0,92.0,93.0,0.0,0.0,122.0,F#,Minor,80.0,62.0,69.0,28.0,0.0,13.0,7.0,Average
Miï¿½ï¿½n,"Tini, Maria Becerra",2.0,2021.0,4.0,29.0,3406.0,16.0,596152090.0,61.0,23.0,70.0,1.0,0.0,92.0,D,Major,85.0,92.0,54.0,16.0,0.0,29.0,7.0,Average
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3.0,2021.0,11.0,18.0,903.0,0.0,177129919.0,30.0,26.0,15.0,0.0,0.0,90.0,F#,Minor,63.0,75.0,75.0,17.0,0.0,11.0,8.0,Low
MAMIII,"Karol G, Becky G",2.0,2022.0,2.0,10.0,6809.0,28.0,716591492.0,151.0,102.0,175.0,5.0,29.0,94.0,E,Minor,84.0,90.0,70.0,9.0,0.0,14.0,8.0,High
Still D.R.E.,"Dr. Dre, Snoop Dogg",2.0,1999.0,1.0,1.0,33966.0,0.0,1210599487.0,141.0,78.0,6591.0,1.0,0.0,93.0,B,Major,81.0,53.0,78.0,18.0,0.0,6.0,24.0,High
Stay Alive (Prod. SUGA of BTS),Jung Kook,1.0,2022.0,2.0,11.0,590.0,5.0,246376690.0,4.0,113.0,20.0,0.0,1.0,130.0,D,Minor,51.0,50.0,76.0,30.0,0.0,10.0,7.0,Average
Boyfriend,Dove Cameron,1.0,2022.0,2.0,11.0,3766.0,0.0,496311364.0,76.0,0.0,102.0,0.0,2.0,180.0,G,Minor,35.0,23.0,61.0,23.0,0.0,19.0,6.0,Average
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2.0,2022.0,2.0,11.0,1430.0,0.0,146789379.0,46.0,1.0,34.0,0.0,0.0,134.0,nan,Major,53.0,31.0,31.0,92.0,0.0,28.0,3.0,Low
The Next Episode,"Dr. Dre, Snoop Dogg",2.0,1999.0,1.0,1.0,31762.0,0.0,843309044.0,142.0,40.0,5451.0,1.0,953.0,95.0,D#,Minor,92.0,31.0,89.0,3.0,0.0,8.0,25.0,High
Light Switch,Charlie Puth,1.0,2022.0,1.0,19.0,4049.0,0.0,500340342.0,119.0,6.0,85.0,1.0,1.0,184.0,F#,Major,69.0,91.0,63.0,11.0,0.0,9.0,31.0,Average
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3.0,2022.0,2.0,11.0,2096.0,0.0,107255472.0,34.0,3.0,30.0,0.0,0.0,147.0,G#,Minor,47.0,50.0,80.0,10.0,0.0,32.0,38.0,Low
Brividi,"Mahmood, Blanco",2.0,2022.0,2.0,2.0,1175.0,0.0,135079152.0,34.0,1.0,31.0,0.0,0.0,123.0,G,Major,52.0,44.0,60.0,40.0,0.0,26.0,3.0,Low
Lost,Frank Ocean,1.0,2012.0,1.0,1.0,29499.0,11.0,822239726.0,124.0,27.0,587.0,0.0,4.0,123.0,A#,Minor,91.0,49.0,61.0,3.0,0.0,17.0,22.0,High
In Da Club,50 Cent,1.0,2002.0,1.0,1.0,30427.0,7.0,1202722675.0,235.0,106.0,5221.0,1.0,35.0,90.0,F#,Minor,90.0,79.0,71.0,26.0,0.0,7.0,37.0,High
she's all i wanna be,Tate McRae,1.0,2022.0,2.0,4.0,2711.0,0.0,343197054.0,105.0,12.0,51.0,0.0,12.0,160.0,D,Minor,61.0,65.0,64.0,1.0,0.0,12.0,4.0,Average
Ginseng Strip 2002,Yung Lean,1.0,2013.0,8.0,16.0,4310.0,0.0,240769997.0,13.0,0.0,113.0,1.0,3.0,115.0,C#,Major,60.0,37.0,71.0,8.0,0.0,48.0,4.0,Average
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2.0,2019.0,8.0,4.0,5342.0,0.0,426204830.0,33.0,123.0,7.0,0.0,4.0,141.0,D#,Major,37.0,17.0,67.0,2.0,0.0,34.0,9.0,Average
Notion,The Rare Occasions,1.0,2016.0,8.0,5.0,2393.0,0.0,421135627.0,22.0,13.0,65.0,0.0,6.0,160.0,A,Major,31.0,30.0,88.0,7.0,0.0,8.0,8.0,Average
Formula,Labrinth,1.0,2019.0,10.0,4.0,3444.0,7.0,554875730.0,24.0,85.0,102.0,0.0,1.0,145.0,B,Major,57.0,23.0,66.0,4.0,6.0,15.0,4.0,Average
Mount Everest,Labrinth,1.0,2019.0,6.0,21.0,5443.0,0.0,467727006.0,45.0,1.0,80.0,0.0,12.0,89.0,nan,Minor,46.0,43.0,43.0,23.0,8.0,8.0,22.0,Average
Excuses,"Intense, AP Dhillon, Gurinder Gill",3.0,2020.0,7.0,24.0,272.0,4.0,327498031.0,7.0,21.0,2.0,0.0,0.0,95.0,F,Minor,84.0,49.0,72.0,8.0,0.0,15.0,8.0,Average
Cigarettes,Juice WRLD,1.0,2021.0,12.0,10.0,975.0,0.0,185408548.0,11.0,0.0,10.0,0.0,0.0,160.0,D,Major,60.0,47.0,62.0,3.0,0.0,38.0,4.0,Low
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7.0,2022.0,1.0,14.0,1034.0,1.0,245400167.0,19.0,5.0,12.0,0.0,0.0,174.0,F,Minor,67.0,74.0,75.0,44.0,0.0,7.0,30.0,Average
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3.0,1995.0,12.0,28.0,18773.0,0.0,579395142.0,128.0,17.0,1663.0,0.0,0.0,92.0,G,Major,77.0,76.0,84.0,3.0,0.0,38.0,4.0,Average
Forgot About Dre,"Eminem, Dr. Dre",2.0,1999.0,1.0,1.0,19067.0,0.0,675039469.0,78.0,15.0,1674.0,0.0,3.0,134.0,G#,Major,93.0,61.0,74.0,9.0,0.0,17.0,8.0,Average
Down Under (feat. Colin Hay),"Luude, Colin Hay",2.0,2021.0,11.0,19.0,3541.0,2.0,252871192.0,57.0,13.0,50.0,1.0,7.0,172.0,B,Minor,31.0,4.0,86.0,1.0,0.0,28.0,17.0,Average
Mujeriego,Ryan Castro,1.0,2021.0,12.0,17.0,1492.0,0.0,231996128.0,44.0,63.0,91.0,0.0,24.0,80.0,A,Major,76.0,92.0,62.0,6.0,0.0,8.0,13.0,Low
HUMBLE.,Kendrick Lamar,1.0,2017.0,3.0,30.0,33206.0,1.0,1929770265.0,284.0,114.0,1481.0,0.0,5.0,150.0,C#,Minor,91.0,42.0,60.0,0.0,0.0,9.0,12.0,High
Stan,"Eminem, Dido",2.0,1999.0,11.0,21.0,17115.0,0.0,918915401.0,83.0,63.0,4180.0,0.0,0.0,80.0,F#,Minor,78.0,53.0,74.0,4.0,0.0,45.0,21.0,High
Contection,"GODZZ__-, Zakaria",2.0,2020.0,1.0,16.0,6955.0,0.0,1180896317.0,65.0,45.0,398.0,0.0,1.0,166.0,A#,Minor,81.0,83.0,75.0,14.0,0.0,29.0,34.0,High
Swim,Chase Atlantic,1.0,2017.0,10.0,4.0,2742.0,0.0,498960285.0,5.0,1.0,62.0,0.0,0.0,120.0,G#,Major,67.0,8.0,54.0,27.0,0.0,8.0,4.0,Average
A Tu Merced,Bad Bunny,1.0,2020.0,2.0,29.0,4214.0,11.0,685071800.0,21.0,20.0,40.0,0.0,0.0,92.0,nan,Major,86.0,89.0,79.0,17.0,0.0,11.0,6.0,Average
Numb Little Bug,Em Beihold,1.0,2022.0,1.0,28.0,2026.0,0.0,258714692.0,47.0,3.0,42.0,12.0,6.0,85.0,G#,Minor,74.0,61.0,52.0,30.0,0.0,26.0,9.0,Average
212,"Mainstreet, Chefin",2.0,2022.0,1.0,15.0,352.0,0.0,143139338.0,10.0,0.0,39.0,0.0,0.0,154.0,D,Minor,79.0,86.0,52.0,66.0,0.0,9.0,7.0,Low
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2.0,2021.0,10.0,22.0,1517.0,0.0,209768491.0,42.0,7.0,15.0,0.0,4.0,92.0,D,Minor,73.0,37.0,74.0,28.0,0.0,14.0,6.0,Low
Bussin,"Nicki Minaj, Lil Baby",2.0,2022.0,2.0,11.0,847.0,0.0,64714573.0,25.0,0.0,14.0,0.0,0.0,140.0,B,Major,89.0,75.0,70.0,6.0,0.0,13.0,5.0,Low
Worst Day,Future,1.0,2022.0,2.0,11.0,910.0,0.0,50746620.0,20.0,3.0,24.0,0.0,0.0,89.0,C#,Major,65.0,60.0,60.0,11.0,0.0,10.0,40.0,Low
Malvada,Zï¿½ï¿½ Fe,1.0,2022.0,1.0,28.0,601.0,0.0,154119539.0,28.0,73.0,64.0,0.0,0.0,135.0,F,Minor,89.0,89.0,86.0,16.0,0.0,8.0,5.0,Low
Hrs and Hrs,Muni Long,1.0,2021.0,11.0,19.0,1800.0,0.0,181328253.0,43.0,36.0,46.0,13.0,4.0,140.0,G#,Minor,51.0,66.0,53.0,60.0,0.0,11.0,18.0,Low
Alien Blues,Vundabar,1.0,2015.0,7.0,24.0,1930.0,0.0,370068639.0,3.0,0.0,28.0,0.0,1.0,82.0,D#,Major,47.0,44.0,76.0,8.0,91.0,9.0,3.0,Average
Thinking Out Loud,Ed Sheeran,1.0,2014.0,1.0,1.0,33032.0,0.0,2280566092.0,363.0,129.0,3895.0,0.0,28.0,79.0,D,Major,78.0,58.0,45.0,47.0,0.0,18.0,3.0,High
Still Don't Know My Name,Labrinth,1.0,2019.0,10.0,4.0,6332.0,0.0,563902868.0,47.0,116.0,266.0,0.0,0.0,88.0,F,Major,31.0,31.0,63.0,47.0,27.0,21.0,12.0,Average
Christmas Tree,V,1.0,2021.0,12.0,24.0,509.0,9.0,317622165.0,8.0,106.0,6.0,0.0,8.0,139.0,F,Major,44.0,18.0,38.0,70.0,0.0,12.0,4.0,Average
Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",2.0,2022.0,1.0,14.0,971.0,2.0,291709698.0,35.0,104.0,93.0,1.0,0.0,124.0,nan,Minor,73.0,68.0,83.0,55.0,0.0,90.0,7.0,Average
When I R.I.P.,Labrinth,1.0,2019.0,10.0,4.0,2578.0,0.0,203680270.0,8.0,67.0,66.0,0.0,0.0,80.0,G#,Minor,39.0,45.0,55.0,73.0,0.0,9.0,21.0,Low
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2.0,2022.0,2.0,4.0,1064.0,0.0,81350745.0,42.0,1.0,26.0,0.0,0.0,120.0,C#,Minor,84.0,54.0,51.0,47.0,0.0,12.0,40.0,Low
Forever,Labrinth,1.0,2019.0,10.0,4.0,3618.0,0.0,282883169.0,21.0,86.0,138.0,0.0,2.0,80.0,E,Minor,56.0,19.0,46.0,92.0,72.0,11.0,3.0,Average
Gospel (with Eminem),"Eminem, Dr. Dre",2.0,2022.0,2.0,4.0,1040.0,0.0,64787943.0,8.0,0.0,29.0,0.0,0.0,117.0,C#,Major,92.0,62.0,86.0,11.0,0.0,24.0,24.0,Low
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",2.0,2019.0,6.0,19.0,15010.0,2.0,2484812918.0,453.0,50.0,1785.0,1.0,8.0,117.0,A,Minor,76.0,77.0,52.0,4.0,0.0,8.0,3.0,High
NEW MAGIC WAND,"Tyler, The Creator",2.0,2019.0,5.0,16.0,4708.0,0.0,461437791.0,13.0,7.0,55.0,0.0,1.0,140.0,F,Minor,62.0,46.0,73.0,10.0,0.0,67.0,11.0,Average
Adore You,Harry Styles,1.0,2019.0,12.0,6.0,13454.0,1.0,1439191367.0,246.0,71.0,519.0,2.0,5.0,99.0,G#,Major,68.0,57.0,77.0,2.0,0.0,10.0,5.0,High
La Santa,"Daddy Yankee, Bad Bunny",2.0,2020.0,2.0,29.0,4890.0,20.0,759208783.0,52.0,42.0,100.0,0.0,0.0,93.0,C#,Major,74.0,59.0,87.0,3.0,0.0,8.0,5.0,High
Something In The Way - Remastered 2021,Nirvana,1.0,1991.0,9.0,24.0,9514.0,0.0,368646862.0,45.0,27.0,1197.0,0.0,43.0,106.0,G#,Major,44.0,8.0,20.0,74.0,42.0,11.0,3.0,Average
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2.0,2022.0,3.0,11.0,3501.0,0.0,299634472.0,69.0,2.0,51.0,11.0,0.0,124.0,G,Major,81.0,68.0,63.0,17.0,0.0,10.0,22.0,Average
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2.0,2022.0,3.0,4.0,6111.0,4.0,756907987.0,185.0,40.0,492.0,9.0,35.0,95.0,G#,Major,76.0,96.0,70.0,18.0,0.0,33.0,4.0,High
Una Noche en Medellï¿½,Cris Mj,1.0,2022.0,1.0,21.0,5415.0,32.0,682475162.0,46.0,16.0,53.0,1.0,2.0,96.0,A#,Minor,87.0,82.0,53.0,10.0,0.0,5.0,8.0,Average
Envolver,Anitta,1.0,2021.0,11.0,11.0,4673.0,2.0,546191065.0,123.0,113.0,180.0,1.0,4.0,92.0,E,Minor,81.0,40.0,73.0,15.0,0.0,9.0,8.0,Average
Starlight,Dave,1.0,2022.0,3.0,3.0,1856.0,3.0,229473310.0,29.0,40.0,31.0,1.0,1.0,124.0,G,Major,95.0,36.0,37.0,35.0,0.0,10.0,28.0,Low
Hati-Hati di Jalan,Tulus,1.0,2022.0,3.0,3.0,200.0,2.0,202677468.0,12.0,4.0,0.0,0.0,0.0,72.0,F#,Major,64.0,76.0,44.0,70.0,9.0,12.0,4.0,Low
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1.0,2022.0,2.0,4.0,1888.0,0.0,121913181.0,26.0,1.0,58.0,0.0,0.0,71.0,nan,Minor,28.0,26.0,20.0,19.0,0.0,30.0,3.0,Low
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",2.0,2022.0,2.0,1.0,911.0,2.0,208166039.0,45.0,0.0,99.0,1.0,1.0,135.0,A,Minor,78.0,55.0,57.0,4.0,0.0,10.0,8.0,Low
Yo Voy (feat. Daddy Yankee),Zion & Lennox,1.0,2004.0,5.0,4.0,2954.0,2.0,527033089.0,18.0,82.0,0.0,0.0,5.0,95.0,A#,Major,81.0,56.0,70.0,4.0,0.0,5.0,24.0,Average
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2.0,2022.0,3.0,3.0,461.0,0.0,94616487.0,7.0,11.0,13.0,0.0,0.0,71.0,C#,Minor,59.0,70.0,74.0,56.0,0.0,11.0,40.0,Low
Jordan,Ryan Castro,1.0,2021.0,4.0,30.0,2844.0,2.0,394030335.0,29.0,2.0,35.0,1.0,0.0,180.0,A#,Minor,80.0,71.0,68.0,6.0,0.0,10.0,37.0,Average
Nail Tech,Jack Harlow,1.0,2022.0,2.0,18.0,2939.0,0.0,193443895.0,42.0,0.0,24.0,0.0,0.0,150.0,E,Minor,65.0,11.0,58.0,0.0,0.0,12.0,9.0,Low
Chale,Eden Muï¿½ï¿½,1.0,2022.0,2.0,18.0,695.0,11.0,299648208.0,16.0,41.0,13.0,1.0,1.0,189.0,G#,Major,55.0,86.0,44.0,40.0,0.0,7.0,4.0,Average
DARARI,Treasure,1.0,2022.0,2.0,15.0,328.0,0.0,182978249.0,10.0,21.0,7.0,0.0,9.0,85.0,nan,Major,72.0,55.0,64.0,49.0,0.0,7.0,4.0,Low
Ya No Somos Ni Seremos,Christian Nodal,1.0,2022.0,2.0,18.0,866.0,16.0,319757142.0,27.0,84.0,32.0,7.0,11.0,140.0,G,Major,59.0,73.0,45.0,44.0,0.0,34.0,3.0,Average
Thinking with My Dick,"Kevin Gates, Juicy J",2.0,2013.0,7.0,16.0,1550.0,0.0,109091573.0,0.0,0.0,14.0,0.0,0.0,81.0,nan,Major,77.0,68.0,70.0,6.0,0.0,17.0,20.0,Low
Freaky Deaky,"Tyga, Doja Cat",2.0,2022.0,2.0,25.0,1729.0,0.0,153240879.0,26.0,1.0,19.0,0.0,0.0,104.0,D,Minor,80.0,24.0,65.0,2.0,0.0,9.0,4.0,Low
this is what falling in love feels like,JVKE,1.0,2021.0,9.0,3.0,2005.0,0.0,346127840.0,16.0,5.0,43.0,0.0,7.0,129.0,B,Major,42.0,33.0,44.0,62.0,0.0,8.0,6.0,Average
La Zona,Bad Bunny,1.0,2020.0,2.0,29.0,1188.0,0.0,312622938.0,13.0,1.0,15.0,0.0,1.0,94.0,C#,Minor,76.0,81.0,80.0,20.0,0.0,25.0,4.0,Average
Bohemian Rhapsody - Remastered 2011,Queen,1.0,1975.0,10.0,31.0,40112.0,3.0,2197010679.0,321.0,162.0,5691.0,8.0,17.0,71.0,nan,Minor,41.0,23.0,40.0,27.0,0.0,30.0,5.0,High
Hope,XXXTENTACION,1.0,2018.0,3.0,16.0,3659.0,0.0,1200808494.0,11.0,10.0,267.0,0.0,7.0,146.0,A,Minor,59.0,23.0,46.0,66.0,0.0,15.0,6.0,High
Levitating,Dua Lipa,1.0,2020.0,3.0,27.0,9833.0,0.0,797196073.0,233.0,82.0,531.0,1.0,1.0,103.0,F#,Minor,69.0,90.0,88.0,5.0,0.0,29.0,8.0,High
Wake Me Up - Radio Edit,Avicii,1.0,2013.0,1.0,1.0,50887.0,34.0,1970673297.0,315.0,160.0,6284.0,1.0,46.0,124.0,D,Major,53.0,66.0,78.0,0.0,0.0,16.0,5.0,High
"jealousy, jealousy",Olivia Rodrigo,1.0,2021.0,5.0,21.0,3257.0,0.0,665765558.0,10.0,0.0,70.0,0.0,0.0,164.0,A#,Minor,70.0,71.0,58.0,24.0,0.0,7.0,13.0,Average
Monï¿½ï¿½y so,YEAT,1.0,2021.0,9.0,10.0,1473.0,0.0,263779030.0,2.0,0.0,12.0,0.0,10.0,138.0,D,Major,69.0,35.0,57.0,12.0,0.0,10.0,9.0,Average
Demasiadas Mujeres,C. Tangana,1.0,2020.0,10.0,8.0,2226.0,0.0,339473453.0,36.0,2.0,11.0,0.0,14.0,126.0,A,Minor,67.0,37.0,46.0,13.0,0.0,10.0,39.0,Average
Something Just Like This,"The Chainsmokers, Coldplay",2.0,2017.0,2.0,22.0,23375.0,21.0,2204080728.0,336.0,188.0,2692.0,3.0,30.0,103.0,B,Minor,61.0,47.0,65.0,3.0,0.0,17.0,4.0,High
Closer,"The Chainsmokers, Halsey",2.0,2016.0,5.0,31.0,28032.0,0.0,2591224264.0,315.0,159.0,2179.0,0.0,44.0,95.0,G#,Major,75.0,64.0,52.0,41.0,0.0,11.0,3.0,High
O.O,NMIXX,1.0,2022.0,2.0,22.0,290.0,0.0,135444283.0,9.0,66.0,10.0,0.0,0.0,200.0,B,Minor,39.0,28.0,77.0,4.0,0.0,6.0,29.0,Low
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2.0,2019.0,6.0,28.0,2605.0,0.0,236872197.0,15.0,48.0,50.0,0.0,3.0,98.0,F#,Minor,68.0,33.0,43.0,38.0,0.0,36.0,14.0,Average
First Class,Jack Harlow,1.0,2022.0,4.0,8.0,8737.0,0.0,694525298.0,163.0,32.0,137.0,15.0,12.0,107.0,G#,Major,91.0,32.0,56.0,3.0,0.0,11.0,10.0,Average
Plan A,Paulo Londra,1.0,2022.0,3.0,23.0,1105.0,0.0,240661097.0,32.0,0.0,19.0,0.0,0.0,174.0,nan,Major,58.0,56.0,83.0,5.0,0.0,7.0,4.0,Average
Fuera del mercado,Danny Ocean,1.0,2022.0,2.0,17.0,2499.0,21.0,421365166.0,68.0,24.0,43.0,1.0,0.0,92.0,G#,Major,45.0,27.0,67.0,32.0,0.0,13.0,14.0,Average
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2.0,2022.0,3.0,25.0,2697.0,1.0,349746291.0,55.0,3.0,32.0,0.0,0.0,90.0,G,Major,81.0,59.0,83.0,9.0,0.0,11.0,5.0,Average
When You're Gone,Shawn Mendes,1.0,2022.0,3.0,31.0,2092.0,0.0,255120451.0,75.0,11.0,44.0,0.0,14.0,147.0,F,Major,60.0,58.0,69.0,2.0,0.0,58.0,4.0,Average
In My Head,Lil Tjay,1.0,2022.0,4.0,1.0,1185.0,0.0,190981339.0,21.0,0.0,31.0,0.0,0.0,143.0,C#,Major,68.0,41.0,55.0,16.0,0.0,10.0,12.0,Low
Wait a Minute!,Willow,1.0,2015.0,1.0,11.0,11985.0,0.0,924193303.0,79.0,80.0,250.0,3.0,10.0,101.0,D#,Minor,76.0,63.0,71.0,3.0,0.0,10.0,3.0,High
LOVE DIVE,IVE,1.0,2022.0,4.0,5.0,753.0,8.0,305771063.0,28.0,124.0,13.0,0.0,1.0,118.0,C#,Minor,70.0,54.0,71.0,0.0,0.0,33.0,4.0,Average
Pantysito,"Feid, Alejo, Robi",3.0,2022.0,3.0,18.0,2995.0,0.0,273005485.0,49.0,17.0,30.0,0.0,0.0,98.0,G,Minor,83.0,63.0,74.0,14.0,0.0,16.0,6.0,Average
Chance,Paulo Londra,1.0,2022.0,4.0,6.0,225.0,0.0,89566512.0,11.0,0.0,7.0,0.0,0.0,138.0,C#,Minor,72.0,22.0,46.0,24.0,0.0,9.0,6.0,Low
Cool for the Summer,Demi Lovato,1.0,2015.0,1.0,1.0,9243.0,0.0,677389855.0,155.0,5.0,577.0,0.0,6.0,114.0,F,Minor,59.0,30.0,62.0,1.0,0.0,8.0,4.0,Average
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2.0,2022.0,4.0,7.0,918.0,0.0,75476209.0,24.0,0.0,52.0,0.0,0.0,180.0,G,Minor,63.0,45.0,64.0,34.0,0.0,9.0,8.0,Low
Angel Baby,Troye Sivan,1.0,2021.0,9.0,9.0,1959.0,9.0,408843328.0,52.0,25.0,32.0,0.0,10.0,145.0,B,Major,56.0,41.0,57.0,1.0,0.0,13.0,3.0,Average
Vampiro,"Matuï¿½ï¿½, Wiu, ",3.0,2022.0,1.0,30.0,540.0,4.0,187772591.0,26.0,3.0,39.0,0.0,0.0,115.0,G#,Minor,78.0,63.0,64.0,1.0,0.0,7.0,4.0,Low
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3.0,2022.0,3.0,31.0,859.0,0.0,178512385.0,14.0,0.0,11.0,0.0,0.0,82.0,A#,Major,79.0,48.0,84.0,13.0,0.0,21.0,23.0,Low
Right On,Lil Baby,1.0,2022.0,4.0,8.0,1116.0,0.0,101780047.0,31.0,9.0,15.0,0.0,1.0,166.0,D,Major,70.0,22.0,61.0,2.0,0.0,10.0,34.0,Low
Me Arrepentï¿½,"Ak4:20, Cris Mj, Pailita",3.0,2022.0,3.0,30.0,273.0,2.0,118381354.0,12.0,2.0,4.0,0.0,0.0,92.0,nan,Major,86.0,91.0,79.0,29.0,0.0,60.0,16.0,Low
That's Hilarious,Charlie Puth,1.0,2022.0,4.0,8.0,686.0,2.0,146363130.0,11.0,6.0,12.0,0.0,15.0,108.0,F#,Major,71.0,55.0,44.0,74.0,0.0,11.0,6.0,Low
Soy El Unico,Yahritza Y Su Esencia,1.0,2022.0,3.0,25.0,226.0,0.0,126443991.0,5.0,0.0,4.0,0.0,1.0,84.0,E,Minor,71.0,63.0,45.0,45.0,0.0,11.0,3.0,Low
RUMBATï¿½,Daddy Yankee,1.0,2022.0,3.0,25.0,1264.0,0.0,157990698.0,20.0,4.0,52.0,0.0,1.0,95.0,D#,Minor,69.0,90.0,91.0,6.0,0.0,35.0,4.0,Low
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4.0,2022.0,3.0,17.0,870.0,0.0,176290831.0,32.0,0.0,49.0,0.0,0.0,135.0,D#,Minor,93.0,77.0,45.0,25.0,0.0,13.0,27.0,Low
Falling,Harry Styles,1.0,2019.0,12.0,13.0,7556.0,0.0,1023187129.0,124.0,24.0,254.0,0.0,8.0,110.0,E,Major,57.0,6.0,27.0,84.0,0.0,9.0,3.0,High
Sigue,"Ed Sheeran, J Balvin",2.0,1996.0,11.0,24.0,1370.0,0.0,106933107.0,46.0,8.0,60.0,0.0,0.0,88.0,G,Major,89.0,59.0,64.0,5.0,0.0,19.0,7.0,Low
Fim de Semana no Rio,teto,1.0,2022.0,3.0,30.0,315.0,2.0,139193812.0,27.0,2.0,31.0,0.0,0.0,119.0,C#,Minor,87.0,28.0,50.0,12.0,0.0,10.0,10.0,Low
MANIAC,Stray Kids,1.0,2022.0,3.0,18.0,651.0,0.0,212234990.0,6.0,188.0,20.0,0.0,0.0,120.0,C#,Major,58.0,71.0,80.0,15.0,0.0,7.0,41.0,Low
There's Nothing Holdin' Me Back,Shawn Mendes,1.0,2016.0,9.0,23.0,12382.0,0.0,1714490998.0,229.0,57.0,1370.0,2.0,71.0,122.0,D,Major,86.0,97.0,80.0,36.0,0.0,9.0,6.0,High
IDGAF (with blackbear),"Blackbear, BoyWithUke",2.0,2022.0,3.0,18.0,625.0,0.0,197643795.0,10.0,2.0,13.0,0.0,1.0,98.0,F,Major,78.0,83.0,75.0,41.0,0.0,27.0,8.0,Low
Golden,Harry Styles,1.0,2019.0,12.0,13.0,8429.0,1.0,807015863.0,85.0,24.0,200.0,0.0,2.0,140.0,E,Minor,45.0,25.0,84.0,21.0,0.0,13.0,6.0,High
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3.0,2013.0,1.0,1.0,52898.0,0.0,933815613.0,203.0,1.0,8215.0,0.0,0.0,116.0,F#,Minor,79.0,87.0,81.0,4.0,0.0,10.0,4.0,High
Ain't Shit,Doja Cat,1.0,2021.0,6.0,25.0,3436.0,0.0,499710590.0,32.0,6.0,46.0,0.0,1.0,124.0,D#,Major,86.0,62.0,49.0,51.0,0.0,35.0,21.0,Average
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",6.0,2022.0,2.0,25.0,918.0,0.0,120847157.0,34.0,39.0,30.0,0.0,0.0,105.0,A,Minor,91.0,73.0,72.0,13.0,0.0,9.0,15.0,Low
Still Life,BIGBANG,1.0,2022.0,4.0,5.0,181.0,0.0,53909146.0,16.0,14.0,7.0,0.0,0.0,118.0,G#,Major,68.0,24.0,58.0,44.0,0.0,6.0,3.0,Low
